,Mkt-RF,SMB,HML,RF
19420302,   -0.97,    0.32,   -0.43,    0.00
19420303,    1.17,   -0.80,    0.02,    0.00
19420304,   -0.89,    0.48,   -0.09,    0.00
19420305,   -1.50,    0.38,   -0.59,    0.00
19420306,   -2.49,    0.44,   -0.46,    0.00
19420307,    0.53,   -0.24,    0.79,    0.00
19420309,   -0.13,    0.17,   -0.09,    0.00
19420310,   -0.75,    0.38,   -0.11,    0.00
19420311,   -1.65,    0.71,   -0.54,    0.00
19420312,   -0.01,   -0.29,    0.68,    0.00
19420313,    0.47,    0.15,   -0.40,    0.00
19420314,    0.02,    0.42,   -0.20,    0.00
19420316,    0.86,   -0.87,    0.13,    0.00
19420317,    1.60,   -0.70,    1.17,    0.00
19420318,   -0.63,    0.56,   -0.29,    0.00
19420319,   -0.18,   -0.05,    0.45,    0.00
19420320,   -0.77,    0.47,   -0.28,    0.00
19420321,    0.09,   -0.08,   -0.04,    0.00
19420323,    0.18,   -0.08,    0.34,    0.00
19420324,    0.61,   -0.15,   -0.20,    0.00
19420325,   -0.58,    0.07,   -0.29,    0.00
19420326,   -0.40,   -0.07,    0.29,    0.00
19420327,   -0.98,    0.23,    0.01,    0.00
19420328,   -0.01,    0.03,    0.13,    0.00
19420330,    0.12,    0.08,   -0.03,    0.00
19420331,   -0.43,    0.33,   -0.55,    0.00
19420401,    0.40,   -0.46,    0.25,    0.00
19420402,    0.78,   -0.02,    0.31,    0.00
19420404,    0.13,    0.31,   -0.34,    0.00
19420406,    1.16,   -0.84,    0.36,    0.00
19420407,   -0.25,    0.22,    0.30,    0.00
19420408,   -0.58,    0.02,   -0.21,    0.00
19420409,   -1.36,    0.09,   -0.58,    0.00
19420410,   -0.03,   -0.09,   -0.10,    0.00
19420411,   -0.28,    0.23,    0.23,    0.00
19420413,   -0.04,   -0.19,    0.30,    0.00
19420414,   -1.64,   -0.40,   -1.78,    0.00
19420415,    0.18,   -0.38,    0.29,    0.00
19420416,   -0.11,    0.31,   -0.01,    0.00
19420417,   -1.55,    0.34,    0.43,    0.00
19420418,    0.66,   -0.17,    0.62,    0.00
19420420,    0.36,   -0.15,   -0.28,    0.00
19420421,    0.22,    0.46,    0.39,    0.00
19420422,   -0.28,    0.22,    0.25,    0.00
19420423,   -2.20,    0.41,   -0.30,    0.00
19420424,   -0.84,    0.28,    0.02,    0.00
19420425,    0.20,    0.41,    0.01,    0.00
19420427,   -0.66,   -0.19,    0.91,    0.00
19420428,   -0.96,   -0.04,    0.44,    0.00
19420429,    1.52,   -0.93,    0.68,    0.00
19420430,    0.81,    0.07,    0.07,    0.00
19420501,    0.70,   -0.55,   -0.24,    0.00
19420502,    0.68,   -0.25,    0.55,    0.00
19420504,    0.21,   -0.38,    0.11,    0.00
19420505,    0.33,   -0.32,   -0.21,    0.00
19420506,   -0.25,   -0.35,    0.43,    0.00
19420507,    0.81,   -0.35,   -0.28,    0.00
19420508,    0.21,    0.29,    0.14,    0.00
19420509,    0.56,    0.17,   -0.35,    0.00
19420511,    0.59,   -0.44,   -0.14,    0.00
19420512,   -0.65,    0.42,   -0.47,    0.00
19420513,   -1.23,    0.25,   -0.15,    0.00
19420514,    0.20,   -0.59,   -0.25,    0.00
19420515,    0.76,   -0.53,    0.13,    0.00
19420516,    0.70,   -0.13,    0.11,    0.00
19420518,   -0.11,    0.07,   -0.17,    0.00
19420519,   -0.59,    0.51,   -0.11,    0.00
19420520,    0.13,   -0.40,   -1.20,    0.00
19420521,    1.62,   -0.96,    0.39,    0.00
19420522,   -0.20,    0.19,    0.30,    0.00
19420523,    0.06,    0.42,   -0.75,    0.00
19420525,   -0.19,    0.10,   -0.25,    0.00
19420526,    0.08,    0.07,   -0.04,    0.00
19420527,    1.49,   -0.88,    0.17,    0.00
19420528,    0.13,    0.04,   -0.29,    0.00
19420529,   -0.20,    0.51,    0.03,    0.00
19420601,    0.40,    0.00,    0.01,    0.00
19420602,   -0.12,    0.21,   -0.60,    0.00
19420603,    0.66,   -0.18,    0.09,    0.00
19420604,    1.58,   -0.32,   -0.72,    0.00
19420605,    0.53,    0.12,    0.59,    0.00
19420606,    0.43,   -0.07,    0.16,    0.00
19420608,    0.81,   -0.52,   -0.30,    0.00
19420609,   -0.27,    0.16,   -0.35,    0.00
19420610,   -0.91,    0.12,    0.11,    0.00
19420611,    0.22,   -0.05,   -0.09,    0.00
19420612,   -0.46,    0.18,    0.01,    0.00
19420613,    0.40,   -0.10,    0.11,    0.00
19420615,    0.21,   -0.20,   -0.25,    0.00
19420616,    0.08,    0.14,    0.33,    0.00
19420617,    1.32,   -1.00,    0.36,    0.00
19420618,   -0.16,    0.78,   -0.07,    0.00
19420619,   -0.92,    0.19,   -0.50,    0.00
19420620,   -0.33,    0.20,    0.52,    0.00
19420622,   -1.32,   -0.50,   -0.14,    0.00
19420623,    0.13,    0.08,    0.23,    0.00
19420624,   -0.26,    0.25,   -0.27,    0.00
19420625,    0.08,   -0.05,    0.11,    0.00
19420626,   -0.10,    0.02,    0.43,    0.00
19420627,    0.32,   -0.04,    0.42,    0.00
19420629,    0.26,   -0.37,    0.14,    0.00
19420630,    0.13,   -0.31,    0.11,    0.00
19420701,   -0.38,    0.42,   -0.19,    0.00
19420702,    1.03,   -0.59,    0.32,    0.00
19420703,    0.92,   -0.05,    0.47,    0.00
19420706,    1.33,   -0.65,    0.04,    0.00
19420707,   -0.21,    0.50,    0.06,    0.00
19420708,    1.95,   -0.87,    0.58,    0.00
19420709,    1.09,    0.87,    0.13,    0.00
19420710,   -0.20,    0.02,    0.03,    0.00
19420711,   -0.05,    0.06,    0.09,    0.00
19420713,   -0.55,    0.04,    0.00,    0.00
19420714,    0.57,   -0.53,   -0.14,    0.00
19420715,    0.25,    0.52,   -0.15,    0.00
19420716,   -0.03,   -0.18,   -0.04,    0.00
19420717,   -0.83,    0.41,   -0.16,    0.00
19420718,   -0.25,    0.06,    0.12,    0.00
19420720,    0.49,   -0.61,    0.03,    0.00
19420721,    0.23,   -0.16,   -0.15,    0.00
19420722,   -0.09,    0.18,    0.34,    0.00
19420723,   -1.20,    0.35,   -0.36,    0.00
19420724,   -0.02,   -0.19,    0.59,    0.00
19420725,    0.11,    0.03,    0.39,    0.00
19420727,    0.08,    0.06,    0.17,    0.00
19420728,   -0.16,   -0.02,    0.28,    0.00
19420729,   -1.10,    0.68,   -0.53,    0.00
19420730,    0.09,   -0.13,    0.22,    0.00
19420731,    0.44,   -0.37,    0.24,    0.00
19420801,    0.08,    0.39,    0.52,    0.00
19420803,    0.28,   -0.63,    0.09,    0.00
19420804,   -0.17,    0.24,    0.18,    0.00
19420805,   -0.71,    0.27,   -0.86,    0.00
19420806,   -0.09,   -0.09,   -0.20,    0.00
19420807,    0.26,   -0.23,   -0.01,    0.00
19420808,   -0.11,    0.22,   -0.31,    0.00
19420810,   -0.08,   -0.16,    0.14,    0.00
19420811,    0.33,   -0.33,    0.09,    0.00
19420812,    0.12,   -0.27,    0.61,    0.00
19420813,    0.44,   -0.24,    0.21,    0.00
19420814,    0.50,    0.18,    0.25,    0.00
19420815,    0.25,   -0.07,   -0.13,    0.00
19420817,    0.35,    0.04,    0.69,    0.00
19420818,    0.73,   -0.43,    0.36,    0.00
19420819,    0.09,    0.43,    0.23,    0.00
19420820,   -0.21,    0.30,    0.47,    0.00
19420821,    0.31,   -0.05,    0.32,    0.00
19420822,    0.14,    0.10,    0.30,    0.00
19420824,    0.00,   -0.24,   -0.42,    0.00
19420825,   -0.57,    0.08,   -0.39,    0.00
19420826,   -1.07,    0.22,   -0.85,    0.00
19420827,    0.40,    0.11,    0.29,    0.00
19420828,    0.35,   -0.02,   -0.12,    0.00
19420829,    0.08,    0.19,   -0.21,    0.00
19420831,    0.10,   -0.06,    0.08,    0.00
19420901,   -0.08,    0.01,   -0.32,    0.00
19420902,    0.03,    0.31,   -0.07,    0.00
19420903,    0.07,   -0.03,    0.16,    0.00
19420904,    0.01,   -0.14,    0.60,    0.00
19420905,    0.16,    0.01,    0.29,    0.00
19420908,    0.56,   -0.45,    0.04,    0.00
19420909,   -0.14,    0.19,   -0.14,    0.00
19420910,   -0.55,    0.32,   -0.12,    0.00
19420911,   -0.46,    0.05,   -0.06,    0.00
19420912,    0.03,    0.17,   -0.01,    0.00
19420914,    0.00,    0.05,    0.43,    0.00
19420915,    0.40,   -0.15,    0.05,    0.00
19420916,    0.16,    0.05,    0.14,    0.00
19420917,   -0.04,    0.05,    0.89,    0.00
19420918,    0.58,   -0.14,   -0.23,    0.00
19420919,   -0.03,    0.31,    0.58,    0.00
19420921,    0.08,    0.15,   -0.16,    0.00
19420922,    0.33,   -0.22,    0.46,    0.00
19420923,    0.54,    0.18,    0.00,    0.00
19420924,    1.12,    0.25,    0.77,    0.00
19420925,    0.30,    0.37,   -0.32,    0.00
19420926,   -0.13,   -0.18,   -0.46,    0.00
19420928,   -0.01,   -0.15,    0.12,    0.00
19420929,   -0.20,   -0.27,    0.00,    0.00
19420930,   -0.11,   -0.13,   -0.32,    0.00
19421001,    0.65,   -0.12,    1.18,    0.00
19421002,    1.20,    0.09,    0.88,    0.00
19421003,    0.46,    0.10,    0.67,    0.00
19421005,    0.69,   -0.08,   -0.01,    0.00
19421006,    0.04,   -0.32,    0.68,    0.00
19421007,    0.19,    0.54,   -0.29,    0.00
19421008,    1.56,    0.23,    0.73,    0.00
19421009,    0.38,    0.26,    0.60,    0.00
19421010,    0.88,   -0.63,    0.48,    0.00
19421013,    0.53,    0.08,    0.43,    0.00
19421014,   -0.31,    0.25,   -0.13,    0.00
19421015,   -1.21,    0.51,   -0.43,    0.00
19421016,    0.41,    0.33,    0.16,    0.00
19421017,   -0.13,    0.41,   -0.45,    0.00
19421019,    0.19,   -0.18,    0.07,    0.00
19421020,    1.04,   -0.33,    0.04,    0.00
19421021,    0.01,    0.55,   -0.25,    0.00
19421022,    0.17,   -0.02,   -0.05,    0.00
19421023,   -0.07,    0.34,    0.18,    0.00
19421024,    0.30,   -0.08,    0.43,    0.00
19421026,    0.30,    0.00,    0.67,    0.00
19421027,   -1.01,   -0.23,   -0.99,    0.00
19421028,   -0.60,   -0.08,   -0.08,    0.00
19421029,    0.06,    0.03,    0.26,    0.00
19421030,    0.35,   -0.19,    0.42,    0.00
19421031,    0.56,    0.10,    0.78,    0.00
19421102,    0.65,    0.13,    0.44,    0.00
19421104,   -0.26,    0.11,   -0.64,    0.00
19421105,    0.12,   -0.11,   -0.11,    0.00
19421106,    1.06,    0.26,   -0.29,    0.00
19421107,    0.68,   -0.16,    0.28,    0.00
19421109,    0.31,    0.22,   -0.35,    0.00
19421110,   -0.52,   -0.03,    0.00,    0.00
19421112,    0.04,   -0.36,   -0.25,    0.00
19421113,   -0.34,    0.22,   -0.44,    0.00
19421114,    0.02,    0.00,   -0.10,    0.00
19421116,   -0.86,   -0.07,   -0.61,    0.00
19421117,   -0.90,   -0.29,   -0.32,    0.00
19421118,    0.19,   -0.25,   -0.37,    0.00
19421119,    0.13,   -0.06,   -0.15,    0.00
19421120,    0.84,   -0.25,    0.27,    0.00
19421121,    0.16,    0.29,   -0.08,    0.00
19421123,   -1.11,    0.33,   -0.38,    0.00
19421124,   -0.21,   -0.56,   -0.57,    0.00
19421125,   -0.08,   -0.45,    0.37,    0.00
19421127,    0.39,   -0.11,   -0.12,    0.00
19421128,    0.08,    0.23,   -0.20,    0.00
19421130,   -0.21,   -0.51,   -0.68,    0.00
19421201,    0.13,   -0.09,   -0.19,    0.00
19421202,    0.36,   -0.20,    0.04,    0.00
19421203,    0.28,   -0.09,    0.25,    0.00
19421204,   -0.13,   -0.15,   -0.11,    0.00
19421205,    0.12,   -0.06,    0.23,    0.00
19421207,   -0.35,   -0.07,   -1.01,    0.00
19421208,    0.52,   -0.32,    0.29,    0.00
19421209,   -0.05,   -0.32,   -0.32,    0.00
19421210,    0.11,    0.01,   -0.35,    0.00
19421211,    0.09,   -0.04,   -0.07,    0.00
19421212,    0.23,    0.19,    0.55,    0.00
19421214,    0.09,    0.09,   -0.86,    0.00
19421215,    0.37,   -0.30,    0.32,    0.00
19421216,    0.55,   -0.21,    0.59,    0.00
19421217,    1.82,   -0.18,    2.05,    0.00
19421218,   -0.02,    0.74,   -0.52,    0.00
19421219,   -0.05,   -0.22,    0.00,    0.00
19421221,   -0.08,   -0.09,   -0.29,    0.00
19421222,   -0.03,   -0.11,   -0.43,    0.00
19421223,    0.21,   -0.31,   -0.61,    0.00
19421224,    0.46,   -0.54,    0.38,    0.00
19421226,    0.24,    0.12,    0.23,    0.00
19421228,   -0.85,   -0.08,   -0.90,    0.00
19421229,   -0.20,   -0.54,   -0.21,    0.00
19421230,    1.02,   -0.02,    0.04,    0.00
19421231,    0.21,    0.36,    1.54,    0.00
19430102,    0.78,    1.00,    0.60,    0.00
19430104,    0.85,    0.61,    1.30,    0.00
19430105,   -0.36,    0.54,   -0.36,    0.00
19430106,    0.04,    0.19,   -0.05,    0.00
19430107,   -0.04,    0.40,    0.35,    0.00
19430108,    0.21,    0.23,    0.56,    0.00
19430109,    0.24,    0.51,   -0.13,    0.00
19430111,    0.30,    0.20,    0.04,    0.00
19430112,   -0.24,    0.14,    0.01,    0.00
19430113,    0.27,    0.19,    0.47,    0.00
19430114,    0.50,    0.52,    1.11,    0.00
19430115,    0.93,    0.43,    0.72,    0.00
19430116,    0.19,    0.58,    0.31,    0.00
19430118,   -0.06,    0.39,    0.36,    0.00
19430119,   -0.87,   -0.52,   -1.20,    0.00
19430120,   -0.01,    0.29,    0.35,    0.00
19430121,    1.17,    0.87,    0.24,    0.00
19430122,    0.15,   -0.03,   -0.18,    0.00
19430123,    0.28,    0.07,    0.03,    0.00
19430125,    0.91,    0.02,    0.13,    0.00
19430126,    0.48,   -0.06,    0.20,    0.00
19430127,   -0.21,    0.32,    0.80,    0.00
19430128,    0.24,    0.34,    1.15,    0.00
19430129,    0.82,    0.45,    0.38,    0.00
19430130,    0.34,    0.13,    0.10,    0.00
19430201,    0.36,   -0.03,    0.38,    0.00
19430202,    0.04,    0.47,   -0.28,    0.00
19430203,   -0.45,   -0.57,   -0.24,    0.00
19430204,   -0.08,    0.57,    0.18,    0.00
19430205,    0.58,    0.26,    0.09,    0.00
19430206,    0.08,    0.01,   -0.02,    0.00
19430208,   -0.23,   -0.44,   -0.13,    0.00
19430209,    0.70,    0.36,    0.17,    0.00
19430210,    0.99,    0.82,    1.15,    0.00
19430211,    0.26,    0.97,    0.79,    0.00
19430213,    0.47,    0.58,    0.71,    0.00
19430215,    0.83,    0.88,    1.05,    0.00
19430216,   -0.18,   -0.20,    0.02,    0.00
19430217,    0.17,    0.03,    0.20,    0.00
19430218,   -1.08,   -0.49,   -1.82,    0.00
19430219,   -0.10,   -0.28,    0.56,    0.00
19430220,    1.14,    0.51,    0.69,    0.00
19430223,    0.79,    0.12,    0.89,    0.00
19430224,    0.68,    0.03,    0.52,    0.00
19430225,    0.61,    0.34,    0.98,    0.00
19430226,    0.07,    0.29,    0.19,    0.00
19430227,    0.36,    0.23,   -0.06,    0.00
19430301,   -0.55,    0.26,   -0.26,    0.00
19430302,   -0.61,    0.04,    0.16,    0.00
19430303,    1.26,    0.46,    2.11,    0.00
19430304,    0.32,    0.23,   -0.35,    0.00
19430305,    0.33,    0.36,   -0.19,    0.00
19430306,    0.21,    0.17,   -0.07,    0.00
19430308,   -0.16,    0.36,   -0.04,    0.00
19430309,   -0.66,   -0.16,   -0.43,    0.00
19430310,   -0.40,    0.21,   -0.40,    0.00
19430311,    1.12,    0.75,    1.73,    0.00
19430312,    0.61,    0.59,    1.16,    0.00
19430313,    0.09,    0.16,   -0.06,    0.00
19430315,   -0.03,   -0.22,   -0.35,    0.00
19430316,   -0.37,   -0.17,   -0.37,    0.00
19430317,   -0.69,   -0.68,   -0.97,    0.00
19430318,    0.11,    0.66,    0.59,    0.00
19430319,   -0.29,    0.74,   -0.99,    0.00
19430320,   -0.09,   -0.08,    0.04,    0.00
19430322,    0.29,    0.22,    1.16,    0.00
19430323,    0.47,    0.58,    0.08,    0.00
19430324,    0.46,    0.41,   -0.14,    0.00
19430325,    1.83,    0.18,    0.82,    0.00
19430326,    0.72,   -0.18,    0.29,    0.00
19430327,    0.14,   -0.38,   -0.30,    0.00
19430329,    1.27,    0.42,    1.46,    0.00
19430330,    0.72,   -0.53,    0.25,    0.00
19430331,   -0.16,    0.33,    0.26,    0.00
19430401,    0.11,    0.43,    1.24,    0.00
19430402,   -0.42,    0.02,    0.61,    0.00
19430403,    0.14,    0.67,    1.13,    0.00
19430405,    1.39,    0.75,    2.12,    0.00
19430406,    0.34,   -0.06,   -0.23,    0.00
19430407,   -0.52,   -0.61,   -0.21,    0.00
19430408,   -0.40,    0.74,   -0.19,    0.00
19430409,   -3.65,   -1.65,   -3.57,    0.00
19430410,   -0.08,   -0.48,    0.72,    0.00
19430412,   -0.06,    0.53,    0.03,    0.00
19430413,   -0.15,   -0.21,   -0.45,    0.00
19430414,    1.35,    1.08,    1.94,    0.00
19430415,    0.83,    0.27,    0.90,    0.00
19430416,   -0.19,    0.10,   -0.37,    0.00
19430417,    0.40,   -0.07,    0.45,    0.00
19430419,    0.00,    0.36,    0.19,    0.00
19430420,   -0.44,    0.15,   -0.22,    0.00
19430421,    0.89,    0.21,    0.94,    0.00
19430422,    0.33,    0.04,    0.46,    0.00
19430424,    0.16,   -0.10,    0.64,    0.00
19430426,    0.01,    0.06,   -0.25,    0.00
19430427,   -0.11,   -0.38,   -0.86,    0.00
19430428,   -0.12,   -0.04,   -0.16,    0.00
19430429,    1.02,    0.18,    1.52,    0.00
19430430,    0.08,    0.17,   -0.31,    0.00
19430501,    0.58,    0.34,    0.99,    0.00
19430503,    1.32,    0.55,    1.36,    0.00
19430504,    0.52,    0.94,   -0.57,    0.00
19430505,    0.54,    0.04,    1.23,    0.00
19430506,    0.33,    0.50,    0.05,    0.00
19430507,   -1.25,   -0.27,   -1.69,    0.00
19430508,    1.01,    0.57,    1.48,    0.00
19430510,    0.38,    1.19,    0.28,    0.00
19430511,   -0.34,   -0.01,   -0.33,    0.00
19430512,   -0.35,   -0.54,   -0.36,    0.00
19430513,   -0.33,   -0.21,    0.00,    0.00
19430514,   -0.96,   -0.74,   -0.83,    0.00
19430515,    0.34,    0.86,    0.62,    0.00
19430517,   -0.01,    0.31,   -0.36,    0.00
19430518,    0.66,   -0.17,    0.02,    0.00
19430519,    1.06,    0.76,    1.15,    0.00
19430520,   -0.08,    0.22,   -0.18,    0.00
19430521,   -0.04,   -0.56,   -0.14,    0.00
19430522,    0.02,    0.68,    0.05,    0.00
19430524,   -0.07,   -0.29,   -0.61,    0.00
19430525,    0.25,   -0.53,    0.98,    0.00
19430526,    0.88,   -0.16,    0.02,    0.00
19430527,    0.35,    0.56,   -0.25,    0.00
19430528,    0.27,    0.00,    0.12,    0.00
19430529,    0.56,    0.16,    0.13,    0.00
19430601,    0.37,   -0.08,    0.09,    0.00
19430602,   -0.08,   -0.24,   -0.75,    0.00
19430603,    0.55,    0.00,    0.53,    0.00
19430604,   -0.30,    0.22,   -0.23,    0.00
19430605,    0.66,    0.62,    0.18,    0.00
19430607,   -0.75,   -0.07,   -0.75,    0.00
19430608,   -0.57,   -0.11,   -0.74,    0.00
19430609,    0.20,   -0.06,    0.25,    0.00
19430610,    0.21,    0.25,   -0.50,    0.00
19430611,   -0.30,    0.17,   -0.31,    0.00
19430612,   -0.15,   -0.25,   -0.38,    0.00
19430614,   -1.59,   -1.11,   -1.50,    0.00
19430615,    0.23,   -0.16,    0.68,    0.00
19430616,    0.41,    0.17,    0.63,    0.00
19430617,    0.16,    0.24,    0.23,    0.00
19430618,   -0.17,    0.12,   -0.34,    0.00
19430619,   -0.02,   -0.29,   -0.01,    0.00
19430621,   -0.72,   -0.64,   -0.80,    0.00
19430622,    0.21,    0.01,    0.45,    0.00
19430623,    0.78,    0.42,    0.75,    0.00
19430624,    0.54,   -0.08,   -0.02,    0.00
19430625,    1.12,    0.25,    0.99,    0.00
19430626,    0.42,    0.02,    0.32,    0.00
19430628,    0.44,   -0.07,    0.30,    0.00
19430629,   -0.33,   -0.27,   -0.16,    0.00
19430630,    0.55,    0.02,    0.47,    0.00
19430701,    0.17,    0.13,    0.98,    0.00
19430702,    0.02,    0.21,   -0.36,    0.00
19430703,    0.15,    0.01,    0.12,    0.00
19430706,    0.00,   -0.02,   -0.55,    0.00
19430707,   -0.23,   -0.30,   -0.37,    0.00
19430708,    0.20,   -0.11,    0.42,    0.00
19430709,    0.36,   -0.14,    0.61,    0.00
19430710,    0.13,    0.01,    0.07,    0.00
19430712,    0.51,   -0.42,    0.56,    0.00
19430713,    0.75,    0.09,    0.42,    0.00
19430714,    0.56,   -0.24,    0.62,    0.00
19430715,   -0.67,    0.13,   -0.97,    0.00
19430716,   -0.09,   -0.32,    0.42,    0.00
19430717,    0.09,    0.05,    0.10,    0.00
19430719,   -0.06,   -0.16,   -0.55,    0.00
19430720,   -0.71,   -0.26,   -1.27,    0.00
19430721,    0.11,   -0.20,    0.66,    0.00
19430722,    0.18,    0.33,    0.73,    0.00
19430723,    0.02,    0.07,    0.03,    0.00
19430724,    0.09,    0.05,    0.10,    0.00
19430726,   -1.51,   -0.52,   -2.11,    0.00
19430727,   -2.72,    0.09,   -1.60,    0.00
19430728,   -0.61,   -1.28,    0.77,    0.00
19430729,    1.61,    1.01,    1.49,    0.00
19430730,   -1.84,   -0.37,   -1.53,    0.00
19430731,   -1.32,   -0.26,   -0.95,    0.00
19430802,   -1.77,    0.25,   -1.13,    0.00
19430803,    1.48,   -1.14,    0.54,    0.00
19430804,    0.85,    0.43,    0.36,    0.00
19430805,   -0.26,    0.01,   -0.32,    0.00
19430806,   -0.86,    0.13,   -0.75,    0.00
19430807,   -0.11,   -0.13,   -0.33,    0.00
19430809,    0.02,   -0.19,    0.45,    0.00
19430810,    1.08,    0.06,    0.80,    0.00
19430811,    0.67,    0.28,    0.13,    0.00
19430812,   -0.45,    0.06,    0.11,    0.00
19430813,    0.55,   -0.15,   -0.35,    0.00
19430814,    0.12,    0.23,    0.59,    0.00
19430816,   -0.05,    0.42,    0.08,    0.00
19430817,    0.40,   -0.33,   -0.06,    0.00
19430818,    0.43,   -0.18,   -0.30,    0.00
19430819,   -0.03,    0.01,   -0.47,    0.00
19430820,   -0.91,    0.22,   -0.66,    0.00
19430821,   -0.82,   -0.02,   -0.56,    0.00
19430823,   -0.86,   -0.60,   -1.12,    0.00
19430824,    0.58,   -0.32,    0.99,    0.00
19430825,    0.41,    0.15,    0.57,    0.00
